Tiempo,Demandas Procesadas,Bloqueos,Demandas Activas,Compactacion,Fragmentacion,Entropia,BFR
0,34,0,32,4,14,0,00,0,3099,0,9782
1,34,0,61,8,49,3,51,0,5428,0,9707
2,34,0,92,13,09,5,52,0,6918,0,9630
3,34,0,116,16,84,10,52,0,7105,0,9538
4,34,1,144,20,96,15,14,0,7122,0,9410
5,34,5,160,23,47,17,78,0,7185,0,9308
6,34,7,182,26,42,19,52,0,7162,0,9195
7,34,15,187,26,97,22,92,0,7235,0,9134
8,34,6,203,29,47,23,68,0,7102,0,9006
9,34,7,217,30,99,24,69,0,7028,0,8873
10,34,15,223,31,49,26,08,0,7312,0,8795
11,34,11,229,31,92,26,71,0,7521,0,8732
12,34,13,240,33,14,28,62,0,7385,0,8616
13,34,15,245,32,78,26,88,0,7658,0,8661
14,34,10,258,34,13,28,22,0,7281,0,8556
15,34,15,255,34,31,30,08,0,7244,0,8474
16,34,13,264,34,69,30,21,0,7338,0,8404
17,34,13,271,35,31,32,05,0,7425,0,8287
18,34,12,283,36,73,35,00,0,7158,0,8027
19,34,23,280,35,63,34,75,0,7430,0,8183
20,34,16,274,34,71,32,91,0,7735,0,8287
21,34,17,277,34,70,34,94,0,7956,0,8248
22,34,17,280,35,35,35,68,0,7621,0,8166
23,34,19,275,34,65,34,47,0,7800,0,8223
24,34,14,279,35,22,35,89,0,7835,0,8168
25,34,11,286,35,86,37,49,0,7680,0,8022
26,34,16,285,36,03,39,09,0,7601,0,7970
27,34,20,285,35,39,37,81,0,7705,0,8087
28,34,15,280,34,67,36,67,0,7861,0,8212
29,34,13,289,35,79,37,11,0,7716,0,8009
30,34,16,292,35,95,37,09,0,7693,0,7967
31,34,20,280,34,18,35,13,0,8203,0,8216
32,34,10,293,35,44,37,61,0,7872,0,8038
33,34,14,302,36,29,39,23,0,7736,0,7907
34,34,20,302,36,13,38,36,0,7701,0,7970
35,34,14,311,36,99,37,92,0,7395,0,7867
36,34,21,308,36,53,38,85,0,7554,0,7909
37,34,19,310,36,99,41,58,0,7303,0,7804
38,34,20,308,36,50,39,27,0,7482,0,7894
39,34,17,312,36,43,37,25,0,7483,0,7925
40,34,17,312,36,45,38,31,0,7437,0,7937
41,34,19,315,36,28,38,12,0,7476,0,7967
42,34,13,317,36,31,37,81,0,7611,0,7938
43,34,17,313,36,07,38,22,0,7632,0,7987
44,34,13,319,36,55,39,61,0,7550,0,7896
45,34,19,318,36,81,39,31,0,7516,0,7865
46,34,19,319,36,80,38,90,0,7581,0,7866
47,34,20,325,37,97,41,09,0,7358,0,7598
48,34,21,327,37,82,39,29,0,7249,0,7687
49,34,18,331,37,95,37,70,0,7126,0,7708
50,34,19,329,37,65,37,98,0,7297,0,7736
51,34,18,326,36,87,39,91,0,7525,0,7860
52,34,13,327,37,13,39,11,0,7474,0,7849
53,34,12,325,36,17,38,39,0,7696,0,8003
54,34,17,324,35,71,37,73,0,7898,0,8043
55,34,17,326,36,25,37,97,0,7665,0,7981
56,34,18,326,36,59,39,22,0,7672,0,7916
57,34,20,325,36,20,36,83,0,7652,0,8008
58,34,13,332,37,18,37,70,0,7500,0,7788
59,34,16,331,37,52,40,27,0,7451,0,7689
60,34,18,329,37,38,40,26,0,7430,0,7704
61,34,21,328,36,72,38,87,0,7515,0,7869
62,34,17,327,36,80,38,94,0,7517,0,7840
63,34,13,325,36,93,40,00,0,7609,0,7788
64,34,21,324,36,57,38,29,0,7647,0,7867
65,34,15,320,36,29,40,05,0,7665,0,7887
66,34,13,328,36,67,37,64,0,7572,0,7883
67,34,18,328,36,55,37,84,0,7626,0,7871
68,34,17,326,36,36,39,64,0,7636,0,7860
69,34,15,334,37,33,39,21,0,7500,0,7708
70,34,24,327,36,68,38,91,0,7612,0,7850
71,34,16,335,37,49,40,51,0,7394,0,7656
72,34,18,332,36,54,40,11,0,7797,0,7811
73,34,17,335,36,71,41,27,0,7636,0,7743
74,34,18,339,37,07,41,20,0,7553,0,7696
75,34,17,339,37,08,40,92,0,7604,0,7709
76,34,18,338,37,17,40,72,0,7487,0,7699
77,34,22,325,34,98,38,09,0,8100,0,8089
78,34,12,328,35,42,39,84,0,7920,0,8003
79,34,14,335,36,40,39,37,0,7610,0,7889
80,34,11,346,37,13,37,21,0,7456,0,7838
81,34,23,335,36,07,36,94,0,7841,0,7993
82,34,16,329,35,59,38,33,0,7876,0,8042
83,34,14,338,36,75,38,69,0,7630,0,7885
84,34,18,336,36,39,40,48,0,7665,0,7940
85,34,15,335,35,92,36,77,0,7913,0,8034
86,34,13,336,35,92,37,33,0,7832,0,8014
87,34,13,343,36,86,36,98,0,7551,0,7923
88,34,14,349,37,54,37,51,0,7312,0,7789
89,34,21,347,37,60,37,71,0,7236,0,7789
90,34,15,352,37,87,36,42,0,7264,0,7762
91,34,21,349,37,77,37,22,0,7191,0,7820
92,34,15,344,37,30,35,82,0,7308,0,7890
93,34,25,336,36,60,34,14,0,7441,0,8041
94,34,16,336,36,50,35,32,0,7566,0,8055
95,34,13,338,36,30,36,09,0,7491,0,8078
96,34,17,334,35,93,33,47,0,7446,0,8167
97,34,13,346,37,50,36,13,0,7119,0,7866
98,34,18,338,36,46,34,58,0,7466,0,8016
99,34,15,337,36,34,34,13,0,7415,0,8018
100,34,12,341,36,64,34,23,0,7450,0,7989
101,34,15,348,37,45,36,13,0,7272,0,7848
102,34,17,344,37,44,34,54,0,7274,0,7861
103,34,18,343,37,34,35,99,0,7305,0,7894
104,34,19,335,36,18,35,89,0,7632,0,8045
105,34,14,338,36,59,36,37,0,7475,0,7992
106,34,16,340,36,57,34,30,0,7527,0,7979
107,34,17,342,36,81,34,95,0,7285,0,8014
108,34,14,343,37,14,34,44,0,7137,0,7968
109,34,17,336,37,10,34,42,0,7336,0,7934
110,34,19,336,37,17,35,67,0,7354,0,7937
111,34,13,332,37,10,33,65,0,7298,0,7934
112,34,15,338,37,61,34,51,0,7288,0,7838
113,34,15,339,37,95,34,50,0,7197,0,7737
114,34,20,331,37,27,33,19,0,7372,0,7885
115,34,12,338,38,47,36,70,0,6928,0,7611
116,34,19,338,38,30,34,01,0,7061,0,7733
117,34,14,345,38,46,34,07,0,6906,0,7684
118,34,21,337,37,05,31,96,0,7321,0,7957
119,34,15,339,37,35,33,49,0,7223,0,7897
